评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/1915571513,北京康二爷,男,北京,24881,846,45509,No way!Go to Taiwan and fuxx yourself with pineapple!,0,2021-03-04 14:48
https://weibo.cn//u/5481269513,karen37091,女,其他,152,265,3,回复@刚刚:gun,0,2021-03-04 14:47
https://weibo.cn//u/2041729724,岳麓山下2011,男,湖南,3108,995,288,首先要彻底处理好他们国内的反华派再说。,0,2021-03-04 14:46
https://weibo.cn//u/2062513412,蓝色鹅卵石粼粼,女,海外,1216,813,961,给吧 他们不死国家才会倒,0,2021-03-04 14:46
https://weibo.cn//u/6181762856,看图bot,男,海外,2178,988,114,去跟蔡省长要凤梨吧,0,2021-03-04 14:45
https://weibo.cn//u/2521917935,作为普通用户只能改一次名字,男,北京,266,131,322,回复@不可描述9:就是怎么说呢，中国真的很特殊了，内外都是很集中体制，其他大部分国家有很多都是政党太分散搞什么改革发展都没戏，有时候真的觉得大一统也挺好的。,0,2021-03-04 14:45
https://weibo.cn//u/5083396937,蒋睿晖_RAY,男,浙江,9,116,1123,回复@委屈巴巴呀:两个党派的。,0,2021-03-04 14:44
https://weibo.cn//u/6213784859,Roby502,男,其他,78,393,37,回复@沉沉一定要开心鸭:国台办：你骂谁？,0,2021-03-04 14:44
https://weibo.cn//u/2521917935,作为普通用户只能改一次名字,男,北京,266,131,322,回复@Yeelh:是这样的利益第一,0,2021-03-04 14:42
https://weibo.cn//u/6429835467,liechang1,男,广东,28,130,65,回复@巨途品牌管理:聪明的做法是卖给他们，然后附加条件是加强两国经济贸易，签几个大单回来，毕竟现在疫苗是抢手货，实实在在的人情,0,2021-03-04 14:42
https://weibo.cn//ymtomorrow,BRONZE真紅,女,其他,3932,757,698,全世界都知道 向中国要东西 中国都会给的,0,2021-03-04 14:40
https://weibo.cn//u/2715456455,不失信念不要抱怨,男,辽宁,267,46,4208,有多远滚多远,1,2021-03-04 14:39
https://weibo.cn//u/2673480902,油漆干不了,男,山东,732,196,83,跪下叫爸爸,0,2021-03-04 14:39
https://weibo.cn//u/2122650714,阳光小hq,男,山东,220,447,237,让他们议长跪着来,0,2021-03-04 14:36
https://weibo.cn//sunnytututmj,我的独家记忆1983,女,福建,1668,98,468,这个国家国民很多反华的！去外网蔡英文ins下面看可以看到很多捷克人支持蔡英文的,0,2021-03-04 14:34
https://weibo.cn//outman1226,恐高的Superman,男,福建,1408,244,648,回复@又见元气满满的敏姐:一万一支，不然不卖，便宜了我们不缺那些钱,0,2021-03-04 14:34
https://weibo.cn//u/1856233681,ChangShengCB,男,吉林,2,260,321,别吃一百个豆不嫌腥,0,2021-03-04 14:33
https://weibo.cn//u/2453151124,怪神探-R,女,广东,2273,512,368,中国将疫苗列为公共卫生品……这是要给捷克的。只是多少的问题。,0,2021-03-04 14:31
https://weibo.cn//u/5197148343,蜡笔煮小新m,女,北京,27,32,65,回复@W晓晓晓乐:尴尬了，不知道菠萝别名叫凤梨，没听过，还以为是梨子,1,2021-03-04 14:30
https://weibo.cn//u/5267547729,杨一凰,女,江苏,1666,654,10184,回复@第一题墨鱼:哈哈哈哈哈佐以新鲜牛粪，一个月一疗程,1,2021-03-04 14:30
https://weibo.cn//u/3121135767,就让我溺死在寂寞中,女,其他,314,41,4,就不了,0,2021-03-04 14:29
https://weibo.cn//u/2313931194,2021西门懒得扫雪,男,福建,10852,3508,349,这次要是提供捷克疫苗的话，那么它反华就等于没有付出什么代价。,0,2021-03-04 14:27
https://weibo.cn//u/5595996997,山河水1711,男,北京,1,251,33,求尼玛个腿,0,2021-03-04 14:26
https://weibo.cn//u/5685919195,Malloy仗剑走天涯,男,其他,647,232,159,群体免疫吧！学学人家阿三哥，没恒河水多喝绿蛙凤梨水,0,2021-03-04 14:26
https://weibo.cn//u/2152143150,修罗城之瞳,女,海外,24284,526,792,Taiwan can help ！！！！！！！,2,2021-03-04 14:25
https://weibo.cn//u/5910038026,Dimpee,男,陕西,89,248,456,回复@怼怼Christ:他啥也不是,0,2021-03-04 14:25
https://weibo.cn//u/5910038026,Dimpee,男,陕西,89,248,456,回复@灰灰LWJ:没毛病,0,2021-03-04 14:24
https://weibo.cn//u/5910038026,Dimpee,男,陕西,89,248,456,不给，，没时间，，太忙了,0,2021-03-04 14:24
https://weibo.cn//cc1118,__heee_JinGyI,女,广东,9885,326,662,不要b脸,0,2021-03-04 14:24
https://weibo.cn//u/3387887404,l豆芽的畅想,女,海南,302,227,46,回复@微天下:并没有好吗！不要自欺欺人了……,0,2021-03-04 14:20
https://weibo.cn//221bkid,屁股不能决定脑袋,女,北京,1082,273,117,Taiwan just now got quite a LARGE number of LIBERAL vaccines from a pretty CLEAR &DEMOCRATIC supplying source which has nothing to do with the “evil China,0,2021-03-04 14:16
https://weibo.cn//u/1739105504,iris_l8,女,辽宁,549,110,33,不提供！,0,2021-03-04 14:15
https://weibo.cn//u/6742864545,阿皮只有一米七,男,安徽,122,98,53,把二月红请来求药都没用,0,2021-03-04 14:12
https://weibo.cn//u/3263157850,杨里见秋,男,四川,207,844,186,众所周知，台湾疫苗南波湾,0,2021-03-04 14:08
https://weibo.cn//u/5780936026,粽粽小姐姐,女,辽宁,212,191,79,还要点b脸吗,0,2021-03-04 14:07
https://weibo.cn//elfhuhu,陆狐狸的尾巴,女,福建,3166,212,1090,多吃台湾凤梨吧,0,2021-03-04 14:05
https://weibo.cn//u/6032947196,有内涵的卢先生,男,其他,9,43,87,问它们屎要不要，我可以拉新鲜的给它们,0,2021-03-04 14:05
https://weibo.cn//u/6333772926,理智的旁观者,女,福建,1047,157,29,回复@巨途品牌管理:同意是可能会同意。我兔子开什么条件就不知道了,0,2021-03-04 14:04
https://weibo.cn//u/6333772926,理智的旁观者,女,福建,1047,157,29,回复@欧气仙女1988:哈哈哈顺丰包邮,0,2021-03-04 14:03
https://weibo.cn//u/1597987053,只会轻功的年轻侠客,男,海外,950,494,264,滚。,0,2021-03-04 14:03
https://weibo.cn//u/6862472701,形势疑骗大好,男,陕西,410,322,251,点translate tweet有惊喜,0,2021-03-04 14:01
https://weibo.cn//u/5290225052,TTT小YUE,女,海外,59,736,63,不给～跟湾湾一起吃凤梨去吧,0,2021-03-04 14:01
https://weibo.cn//u/2793502902,Lucky-Aus,女,海外,1937,260,130,我们没提供吗,0,2021-03-04 14:00
https://weibo.cn//u/6062383240,邓可Ruslan,男,海外,630,485,176,我在捷克上学... 这个国家的政治制度 体制 素质 真的有很大 很大 很大的问题，你帮完他根本不会感谢你！！！ 布拉格市长还时不时发ins和台湾搞事情呢！,0,2021-03-04 13:59
https://weibo.cn//22brian,二二的晓龙,男,北京,2124,956,513,可以买，毕竟钱我们还是要赚的,0,2021-03-04 13:58
https://weibo.cn//u/7346395909,方舟舟同学0808,男,其他,181,120,66,卖可以的，一针200美金差不多吧。,0,2021-03-04 13:57
https://weibo.cn//u/5829625311,小屁孩和赖哭妹,女,广东,445,505,111,滚,0,2021-03-04 13:56
https://weibo.cn//u/6754377440,呆蛙研究所,女,其他,19,45,3,回复@热爱欧联杯:对的，如果它一方面反华，一方面还能拿到好处，所有国家纷纷效仿，影响极度恶劣！,0,2021-03-04 13:56
https://weibo.cn//u/2689567392,dddddd1213,男,北京,190,347,649,不可,0,2021-03-04 13:55
https://weibo.cn//u/6247601999,来自伊森,男,其他,142,92,59,回复@Amy2021lucky牛气冲天ing:郝建与老太太,0,2021-03-04 13:53
https://weibo.cn//u/6860059211,我是盐酸呀,女,湖北,31,59,30,回复@萌剧外外传:哈哈哈哈，笑死了，问题要从源头上解决好吗,0,2021-03-04 13:52
https://weibo.cn//juanes1896,J姑娘心平气和的说,女,海外,12782,606,1099,这是我见过最好的评论了，言简意赅，铿锵有力，体现了中文的博大精深。//,0,2021-03-04 13:51
https://weibo.cn//u/3167684442,一块渣渣酥,女,山东,191,170,184,回复@A_TaOOO:真的吗真的吗,0,2021-03-04 13:51
https://weibo.cn//u/5708848336,kong子o,男,四川,488,156,68,外交部:我们会尽最大努力，目前已安排由台湾省进行援助。,0,2021-03-04 13:51
https://weibo.cn//u/6130817233,曾年复一年,男,河南,56,46,15,回复@超凶的Jolley:这个唱白脸这个唱黑脸罢了,0,2021-03-04 13:50
https://weibo.cn//u/1677137790,david的日与夜,男,其他,2270,672,571,回复@cneyilin:已经滚到台湾了,0,2021-03-04 13:48
https://weibo.cn//u/3291817902,生活需要加点糖吖,女,广东,223,96,170,台湾凤梨，一人42斤就可以的,0,2021-03-04 13:48
https://weibo.cn//u/1677137790,david的日与夜,男,其他,2270,672,571,回复@刚刚:就是，请向呆湾要疫苗,1,2021-03-04 13:47
https://weibo.cn//gwq54216,潇121314,男,四川,609,131,96,反华无成本，请继续,0,2021-03-04 13:47
https://weibo.cn//u/1806052591,不能忽略刘珊妮,女,新疆,2978,1450,1131,虽然捷克是我喜欢的国家，但是他对中国真的不好，不给！,0,2021-03-04 13:47
https://weibo.cn//u/1751720301,她们都叫我丝瓜,女,其他,150,926,408,捷克当初反华的时候怎么没想到它也有今天啊。去找台蛙帮忙吧，台蛙can help,0,2021-03-04 13:46
https://weibo.cn//u/7520687809,林染黑粉头子,女,北京,282,34,2,回复@小逗丁儿86:我哪知道他们为啥这么转嫁。大概就是“社会主义ptsd”吧，挺莫名其妙的,0,2021-03-04 13:46
https://weibo.cn//roseinkm,自在sober,女,其他,1845,796,656,去TMD，前面种的刺跪着走也要走完,0,2021-03-04 13:46
https://weibo.cn//u/7065623935,萌剧外外传,女,其他,79,417,88,回复@我是盐酸呀:现在要解决问题，不要引燃炸弹。,0,2021-03-04 13:46
https://weibo.cn//u/5130425600,记录生活中遇到,男,江苏,7037,2366,530,回复@微天下:捷克市长反华怎么说,0,2021-03-04 13:45
https://weibo.cn//u/5713606877,薛定谔的猫zsn,男,广东,12,20,3,回复@微天下:滚,0,2021-03-04 13:44
https://weibo.cn//kjj0928,小G格蕾丝,女,上海,3034,200,338,去问🐸🐸要,0,2021-03-04 13:44
https://weibo.cn//u/7495593515,哦哦哦好吧555,男,四川,1,1,1,回复@微天下:首先让他用台湾的飞机来运，而且机身上必须要写中国两字，涂装五星红旗,0,2021-03-04 13:44
https://weibo.cn//u/5815745612,陈有才,男,陕西,277,36,290,给个锤子,0,2021-03-04 13:43
https://weibo.cn//ttttterryleung,不吃香菜的人没有灵魂呀,男,上海,19514,890,2104,找台湾去呀，台湾凤梨提取的酵素能治新冠哈哈哈     举报             赞[0]         回复             03月04日 13:43 来自网页,0,2021-03-04 13:43
https://weibo.cn//u/1776475363,孤独的拾荒者45,男,陕西,41,23,75,回复@又见元气满满的敏姐:拿钱买都得排队。现在是卖方市场，你想买，我还不愿意卖呢。,0,2021-03-04 13:43
https://weibo.cn//kongbingbing0604,请叫我苏尚儿冰小主,女,山东,1036,349,389,这会舔着脸来要疫苗了？早干嘛去了，不给。,0,2021-03-04 13:42
https://weibo.cn//u/7284077073,干饭人的大铁盆子,男,黑龙江,474,84,208,回复@问题焦点:菜菜子:菠萝滞销，帮帮我们……,0,2021-03-04 13:41
https://weibo.cn//u/7505651485,ETF期权投教,女,广东,101,37,9,     举报             赞[0]         回复             03月04日 13:41 来自网页,0,2021-03-04 13:41
https://weibo.cn//u/2165440672,都市放驴人,男,江苏,2491,825,488,你反华咱们可都记着呢！想疫苗?滚！,0,2021-03-04 13:41
https://weibo.cn//u/6080209793,启明星是我的,女,云南,32,145,156,回复@月影D狼76:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈紧跟时事,0,2021-03-04 13:41
https://weibo.cn//u/5122170845,new温柔以待,男,其他,1186,494,62,我都打不上疫苗一天是往外送呢,0,2021-03-04 13:41
https://weibo.cn//u/6889316407,拯救与逍遥66450,男,其他,38,35,7,这是求购买还是援助？购买可以商量。反正赚钱，比友好国家的贵就行。要援助？滚一边去！,0,2021-03-04 13:41
https://weibo.cn//u/5406298445,誓薆俊宇,男,福建,1608,1066,1129,给了也是白眼狼,0,2021-03-04 13:40
https://weibo.cn//u/7392889001,童话的风云,女,北京,171,91,1,滚   ,0,2021-03-04 13:40
https://weibo.cn//u/1677401981,肖某某人,男,广东,847,684,583,去和台要去啊,0,2021-03-04 13:40
https://weibo.cn//u/1665021803,海燕呐少吃点,女,宁夏,8638,709,1037,pei！,0,2021-03-04 13:40
https://weibo.cn//u/5826084021,就是傻傻傻01,男,其他,113,11,14,回复@刚刚:捷克slowly fk,0,2021-03-04 13:40
https://weibo.cn//blainebbbbbbb,前方有敌人的炮呃呃啊,男,上海,6904,406,1314,不如去买大量台湾凤梨，新闻前几天都说能治疗新冠了，这样一来还能帮助台湾果农，然后捷克外长可以举着凤梨用中文说“我爱台湾凤梨”，以此表达捷克人民对台湾人民的热爱与支持,0,2021-03-04 13:40
https://weibo.cn//u/1192367150,慕云吐海,男,广东,1125,2321,211,需要的时候就把脸凑过来了,0,2021-03-04 13:40
https://weibo.cn//u/6333772926,理智的旁观者,女,福建,1047,157,29,回复@鋒舞飄雪:tai wan feng li mai bu chu qu,0,2021-03-04 13:39
https://weibo.cn//u/2134932692,魏大亨亨longlong,男,河北,324,116,82,跪下！,1,2021-03-04 13:39
https://weibo.cn//u/5634187621,豆苗的宝妈,女,内蒙古,312,192,28,滚  (︶︹︺)哼,0,2021-03-04 13:39
https://weibo.cn//u/2822701455,一只耳快回来,女,其他,669,686,323,不卖！喂不熟的狗,0,2021-03-04 13:39
https://weibo.cn//u/6777938720,喵喵大富2018,男,重庆,450,88,206,回复@微天下:这个国家，总统管不了市长,0,2021-03-04 13:39
https://weibo.cn//u/6337337511,甘草颗粒,男,上海,918,637,130,捷克应该找台湾要疫苗吧？,0,2021-03-04 13:38
https://weibo.cn//u/1757537093,梁耀鱼,男,北京,2329,318,820,为什么一边反华，一边还要求咱办事？？正常情况下难道不是情愿病死也绝不向敌人低头？？,0,2021-03-04 13:38
https://weibo.cn//u/5592632356,麦克特洛夫斯基,男,山东,159,124,100,小捷捷，这是你丢的face吗？怎么说不要就不要了呢,1,2021-03-04 13:38
https://weibo.cn//u/7530590853,慕欣兒0615,女,北京,109,2,4,不給 不給 不給,0,2021-03-04 13:38
https://weibo.cn//u/5548294114,黛西的向往,女,安徽,90,60,99,我记得是反华的吧,0,2021-03-04 13:37
https://weibo.cn//u/6403020471,indestructible少女时代,男,海外,8,55,56,别给，反华最厉害的国家之一。捷克最好亡国灭种,0,2021-03-04 13:37
https://weibo.cn//u/6311836006,地狱之伞兵,女,北京,10,40,12,回复@奥利奥利给利奥:当年就算日本成功侵占了东三省才能抢多少土地 和毛子比简直杯水车薪 可惜挺多人都分不清主次的 有了那么多土地中国至少还能多养三亿人 毛子至少相当于让中国损失三亿人口,0,2021-03-04 13:36
https://weibo.cn//u/6225214191,风来的时候hs,男,其他,128,387,14,这次不希望中国以德报怨,0,2021-03-04 13:35
https://weibo.cn//u/1750727303,快乐的C程,女,海外,511,378,73,有多远滚多远，当时去台湾的时候多好啊，说的多好啊，你去找台湾要疫苗啊，口罩产线都能送你，听说吃凤梨可以治新冠，正好解决凤梨滞销,0,2021-03-04 13:35
https://weibo.cn//u/1602148493,lxyrainie,女,海外,1747,271,827,回复@月影D狼76:夺笋～,0,2021-03-04 13:35
https://weibo.cn//u/1440569002,落魄的康康,男,湖北,2905,218,225,正好，把台湾省每人吃18斤的凤梨任务分给他们不正好么,0,2021-03-04 13:34
https://weibo.cn//u/6311836006,地狱之伞兵,女,北京,10,40,12,回复@奥利奥利给利奥:俄罗斯占了上百万平方公里的土地 分裂了外蒙古 外蒙古现在反华是因为当时没治理 要是当年回归了早就和内蒙一样了 还有海参崴和西伯利亚的资源 和日本的仇至少都过去了没啥影响了 毛子可是实实在在侵略着那么多土地,0,2021-03-04 13:34
https://weibo.cn//u/3959757797,软糯的米团子er,女,其他,7873,161,1,去找台湾要呀！🙃,0,2021-03-04 13:34
https://weibo.cn//u/5331393618,我的猫咪不爱小鱼干,女,湖南,2558,448,116,哈？？？     举报             赞[0]         回复             03月04日 13:34 来自网页,0,2021-03-04 13:34
https://weibo.cn//jojolan,jojolan,女,广东,6066,402,532,滚吧！,0,2021-03-04 13:33
https://weibo.cn//u/1007797125,咪哆i,女,四川,535,98,531,不要赠送，想要就让他们买,0,2021-03-04 13:33
https://weibo.cn//u/5625638156,小鹿超爱哭,男,海外,276,434,54,回复@疾风起q:你怎么可以发语音！！！,0,2021-03-04 13:33
https://weibo.cn//u/2710181894,人力资源_懒散研究屋,女,其他,161,199,351,台湾凤梨汁可以治愈,0,2021-03-04 13:33
https://weibo.cn//u/6533677713,vvheat,男,北京,18,18,16,斯洛伐克可以，捷克就算了，,0,2021-03-04 13:32
https://weibo.cn//u/7270159837,进击的魔女,女,澳门,7,41,5,找台🐸,0,2021-03-04 13:32
https://weibo.cn//u/5784820879,Z十六de左半边酒窝,女,福建,3378,1229,171,给了外国人，他们也不会感激中国，他们会觉得是理所当然,0,2021-03-04 13:32
https://weibo.cn//u/6311836006,地狱之伞兵,女,北京,10,40,12,回复@亓卅1:至少仇恨得分清了 毛子＞＞日本＞＞美国 美国除了当时抗美援朝还有后来的围堵也没干多少恶事 之前还有蜜月期 毛子的不平等条约侵上百万平方公里的土地也没归还 东北出海口也没有 还有外蒙独立和当年饿死了那么多人 日本都可以放过 俄罗斯不行,0,2021-03-04 13:32
https://weibo.cn//u/7411911590,改名真的很难操,男,广东,0,116,1,50万RMB一支！款到发货,0,2021-03-04 13:32
https://weibo.cn//u/5223000825,我去背考试分析,男,山东,228,192,58,回复@大龙村的小龙人:优美的中国话,0,2021-03-04 13:32
https://weibo.cn//u/5147006179,xiaomaomimimiaomiaomiao,男,上海,914,378,123,他们政府和议会是互掐的，所以这新闻没有指标意义。,0,2021-03-04 13:31
https://weibo.cn//727510774,空人-ZERO,男,广东,6934,976,1074,捷克这个国家好熟悉，之前是不是说过我们坏话的,0,2021-03-04 13:31
https://weibo.cn//u/5598063718,FreedomDive阿琪,男,内蒙古,57,235,82,真的是从未见过如此厚颜无耻之人，我不是针对谁，西方那些个玩意儿都这样，脸比城墙拐弯还厚,0,2021-03-04 13:31
https://weibo.cn//u/3474271634,Adrianice,男,广东,19,166,46,不要给,0,2021-03-04 13:31
https://weibo.cn//tokeepingdream,鱼鱼饭饭_,男,福建,510,304,777,回复@委屈巴巴呀:科普一下，去科普一下捷克的政治生态,0,2021-03-04 13:31
https://weibo.cn//u/7311048396,种花家的一一份子,女,其他,1052,1040,75,问他要凤梨吗？,0,2021-03-04 13:31
https://weibo.cn//imtvxqfan,顾钱大橘jejeje,女,重庆,195,181,64,捷克听我一句劝，多吃台湾凤梨,0,2021-03-04 13:31
https://weibo.cn//u/2172081345,hi张轩,男,河北,123,1743,1333,不给,0,2021-03-04 13:31
https://weibo.cn//u/3175379491,土樓貝的人,男,福建,99,64,41,臭 不要脸,0,2021-03-04 13:31
https://weibo.cn//u/6570723725,金丝雀文学大师,女,其他,933,192,93,滚,0,2021-03-04 13:30
https://weibo.cn//u/2355762064,年少风雅鲜衣怒马09,男,河南,455,222,126,滚吧啊,0,2021-03-04 13:30
https://weibo.cn//u/6624786806,小径-其其格,女,山东,49,120,8,回复@cneyilin:圆润的走远点,0,2021-03-04 13:30
https://weibo.cn//u/5410450866,旧洛,女,安徽,277,70,70,呸,0,2021-03-04 13:30
https://weibo.cn//519301214,Lucky_Bluebird,女,海外,10363,995,235,那条件可得谈好了,0,2021-03-04 13:29
https://weibo.cn//u/6988987641,极地魔女菠萝,女,上海,138,554,156,回复@韩老七vv:就是让他们听得懂啊....管他翻译不翻译，对我们这个态度想要我们什么好脸色啊,0,2021-03-04 13:29
https://weibo.cn//u/1316677277,deardearSnow,女,上海,7380,873,669,请圆润的离开,0,2021-03-04 13:29
https://weibo.cn//u/2691407617,时刻提醒自己要早点睡,男,广东,6,196,57,笑死,0,2021-03-04 13:28
https://weibo.cn//u/3199410677,蓝蓝瓜,女,其他,940,71,79,拿钱买啊，把自己当乞丐之前也得掂掂分量吧,0,2021-03-04 13:28
https://weibo.cn//dujuantian,dj小田田,女,辽宁,1292,162,113,让他们议长先说明点问题,0,2021-03-04 13:28
https://weibo.cn//u/5826309943,哈库吶玛獭獭,女,重庆,1528,227,550,要点批脸,0,2021-03-04 13:28
https://weibo.cn//u/3407750534,三水过谷,男,上海,136,214,93,回复@今天养柴了咩:6w，反正島上不管了，已經在普天同慶了,0,2021-03-04 13:28
https://weibo.cn//u/3270877405,本宝宝大帅比诶,男,海外,667,599,142,回复@非正常人类研究中心黄主任:对啊，就是在你🐴批里排队，排队进你🐴的子宫，和你🐴的卵子结合呢,0,2021-03-04 13:27
https://weibo.cn//u/2238109790,韩老七vv,男,吉林,392,158,507,回复@极地魔女菠萝:他们也能翻译，听得懂,0,2021-03-04 13:27
https://weibo.cn//bloglucifer,胡闹的爸爸,男,江苏,13020,582,1062,滚！,1,2021-03-04 13:27
https://weibo.cn//u/3889943442,哪里有你哪里就有光明,女,湖北,165,536,193,不好意思，要的国家太多了，宁先靠边站站,0,2021-03-04 13:27
https://weibo.cn//u/1051919694,吃得,男,重庆,507,639,352,回复@cneyilin:我们帮这帮那，呵呵，老百姓太难了,1,2021-03-04 13:27
https://weibo.cn//u/5156454282,Readynowww_,男,北京,0,122,95,拿捷克轻机枪来换吧,0,2021-03-04 13:27
https://weibo.cn//u/2485971551,武汉博华口腔-DrWei,男,湖北,623,237,349,台湾凤梨治新冠,0,2021-03-04 13:27
https://weibo.cn//u/3787586427,bestTeri,女,江苏,2233,176,214,国内的我们都没有地方申请打疫苗啊,0,2021-03-04 13:26
https://weibo.cn//u/5056814939,Ggixox,女,宁夏,363,1309,164,要脸吗？？？,0,2021-03-04 13:26
https://weibo.cn//u/5674257238,帅得没名字可取,男,福建,41,341,137,回复@HymneLaNemesis:好像正式的建交第一个是瑞典，苏联好像是第一个承认新中国,0,2021-03-04 13:25
https://weibo.cn//u/1863166994,回头望不见,男,其他,282,88,27,不可能，不给，之前辱华,0,2021-03-04 13:25
https://weibo.cn//u/3223425993,中文式,男,广东,403,432,112,回复@影舞月光:欧美制裁俄，对亚洲国家也是有好处的，所谓西退东进，,0,2021-03-04 13:25
https://weibo.cn//u/6443580761,黄钟铄,男,其他,24,298,41,滚,0,2021-03-04 13:25
https://weibo.cn//u/1880294205,Fairy_ffff,女,其他,168,961,1593,还要求,0,2021-03-04 13:25
https://weibo.cn//u/2853244750,_好_了_,男,四川,95,40,55,中国台湾可以帮助你,0,2021-03-04 13:24
https://weibo.cn//u/6988987641,极地魔女菠萝,女,上海,138,554,156,回复@韩老七vv:我直接用中文骂哈哈哈哈,0,2021-03-04 13:24
https://weibo.cn//u/5493441698,最帅现任男友,男,广东,734,1088,248,不给,1,2021-03-04 13:24
https://weibo.cn//310648566,清滴泪,男,江苏,3885,366,161,回复@cneyilin:你真是说出了大家的生心,0,2021-03-04 13:24
https://weibo.cn//u/6061220917,隼剳勖,男,辽宁,546,1274,30,回复@Amy2021lucky牛气冲天ing:郝建与老太太,0,2021-03-04 13:24
https://weibo.cn//u/7412129779,翟在企鹅岛的Bill,女,其他,6,92,98,回复@天空擊落女孩:华人不反华，他们说的是捷克人反华,0,2021-03-04 13:24
https://weibo.cn//u/2238109790,韩老七vv,男,吉林,392,158,507,回复@极地魔女菠萝:全是无知的捷克人，我都懒得崩他们,0,2021-03-04 13:24
https://weibo.cn//u/5495546055,抽风小少年_,男,江苏,1,1485,121,tmd 烦死了,0,2021-03-04 13:23
https://weibo.cn//neutrogenae,爱德华八世930,女,广东,5806,532,739,问米国要啦，,0,2021-03-04 13:23
https://weibo.cn//u/3308046323,吁吁糊糊糊,女,海外,513,125,22,昨天晚上吃的是熊心豹子胆么，这些人脑子到底什么构造,0,2021-03-04 13:23
